participant_id,gender,age,race_ethnicity,education_level,poverty_income_ratio,interview_sample_weight,exam_sample_weight,strata,psu,interview_sample_weight_missing,pir_category
132459,Male,80,Non-Hispanic White,College graduate or above,3.55,14796.048063,19708.081771,185.0,1.0,False,High
132462,Female,38,Non-Hispanic White,College graduate or above,2.41,15357.570192,18520.584765,185.0,2.0,False,High
132463,Male,72,Non-Hispanic Black,Some college/AA degree,2.46,7739.681649,10791.979718,187.0,2.0,False,High
132467,Male,67,Non-Hispanic White,College graduate or above,5.0,17904.837092,20201.104584,179.0,1.0,False,Very High
132468,Female,73,Non-Hispanic White,College graduate or above,2.73,27208.966486,41931.435326,182.0,1.0,False,High
132469,Male,43,Non-Hispanic White,College graduate or above,5.0,41056.462939,45388.088457,180.0,1.0,False,Very High
132471,Female,58,Non-Hispanic White,Some college/AA degree,1.32,10847.287538,14942.151251,185.0,2.0,False,Mid
132472,Female,72,Non-Hispanic White,Some college/AA degree,2.17,32309.091853,33223.381894,178.0,2.0,False,High
132474,Female,63,Non-Hispanic White,College graduate or above,5.0,13561.663181,14119.686724,180.0,1.0,False,Very High
132477,Male,58,Other/Multi-Racial,High school/GED,0.53,30366.869125,38403.386937,173.0,2.0,False,Low
132481,Male,60,Non-Hispanic White,Some college/AA degree,1.92,27720.27813,30593.505823,187.0,2.0,False,Mid
132484,Female,42,Other/Multi-Racial,College graduate or above,0.44,11781.119499,15439.274308,184.0,2.0,False,Low
132486,Female,51,Non-Hispanic Black,Some college/AA degree,3.6,73722.769443,95200.544023,176.0,2.0,False,High
132491,Male,33,Non-Hispanic Black,9-11th grade,0.74,11971.06532,16412.419716,187.0,2.0,False,Low
132492,Male,52,Other Hispanic,College graduate or above,5.0,112460.363116,118959.357311,184.0,1.0,False,Very High
132493,Male,61,Other Hispanic,College graduate or above,5.0,35895.644123,42227.198658,180.0,2.0,False,Very High
132499,Male,70,Non-Hispanic Black,9-11th grade,2.84,12143.392623,18438.059123,181.0,1.0,False,High
132500,Female,54,Non-Hispanic White,Some college/AA degree,3.42,40667.188575,54778.015634,173.0,2.0,False,High
132502,Male,69,Other Hispanic,Some college/AA degree,4.55,20469.439419,25676.036259,176.0,1.0,False,High
132505,Female,31,Non-Hispanic White,High school/GED,0.51,21497.27363,39196.092014,184.0,1.0,False,Low
132507,Female,80,Non-Hispanic Black,College graduate or above,5.0,28787.516198,39874.627445,179.0,2.0,False,Very High
132508,Female,46,Non-Hispanic Asian,Some college/AA degree,2.88,19758.937105,25308.254429,179.0,2.0,False,High
132510,Male,56,Non-Hispanic White,Some college/AA degree,4.36,41569.012749,51166.044573,177.0,2.0,False,High
132513,Female,33,Mexican American,9-11th grade,0.46,34445.388324,49230.566456,185.0,1.0,False,Low
132516,Male,68,Non-Hispanic White,Some college/AA degree,2.92,20179.087079,21181.270091,174.0,1.0,False,High
132518,Female,37,Non-Hispanic White,High school/GED,3.6,40394.048558,49275.050542,173.0,1.0,False,High
132520,Female,35,Non-Hispanic White,Some college/AA degree,3.82,40775.675784,68716.895598,184.0,1.0,False,High
132521,Male,55,Non-Hispanic Black,Some college/AA degree,0.85,20805.833391,30206.659222,183.0,1.0,False,Low
132522,Female,64,Non-Hispanic White,Some college/AA degree,2.92,54467.680038,64030.511628,186.0,1.0,False,High
132523,Female,44,Non-Hispanic White,College graduate or above,4.68,37717.312749,50949.444036,184.0,2.0,False,High
132524,Male,41,Mexican American,Some college/AA degree,1.98,48765.50734,63193.935802,183.0,1.0,False,Mid
132525,Male,67,Non-Hispanic White,Some college/AA degree,0.96,27797.196914,26598.192076,178.0,2.0,False,Low
132526,Female,23,Non-Hispanic Black,College graduate or above,4.1,101440.248588,149191.816094,180.0,2.0,False,High
132533,Male,72,Non-Hispanic White,Some college/AA degree,5.0,41181.006836,51686.817616,184.0,1.0,False,Very High
132534,Female,48,Non-Hispanic White,College graduate or above,5.0,12894.757635,16167.915199,174.0,2.0,False,Very High
132538,Male,30,Other Hispanic,Some college/AA degree,1.39,36653.092363,40561.810124,175.0,2.0,False,Mid
132539,Male,70,Non-Hispanic White,College graduate or above,5.0,15629.020248,17336.33149,174.0,2.0,False,Very High
132540,Male,67,Non-Hispanic White,High school/GED,1.92,16361.855619,22337.709481,177.0,1.0,False,Mid
132545,Male,52,Non-Hispanic White,Some college/AA degree,2.92,36096.881014,43344.504381,175.0,1.0,False,High
132546,Male,49,Non-Hispanic Asian,College graduate or above,5.0,58639.228214,73857.131048,184.0,1.0,False,Very High
132547,Male,64,Non-Hispanic White,Some college/AA degree,2.92,22041.25099,26595.255717,173.0,1.0,False,High
132548,Female,61,Non-Hispanic White,High school/GED,2.28,12150.610985,16235.026291,185.0,2.0,False,High
132549,Male,65,Non-Hispanic White,Some college/AA degree,5.0,24880.536951,24215.88102,174.0,2.0,False,Very High
132550,Female,62,Non-Hispanic Asian,College graduate or above,5.0,12295.605308,13058.407503,175.0,1.0,False,Very High
132552,Female,29,Non-Hispanic Black,Some college/AA degree,1.85,14102.335602,28594.934981,187.0,1.0,False,Mid
132553,Female,35,Non-Hispanic White,College graduate or above,4.21,33450.121848,34656.416639,178.0,1.0,False,High
132554,Female,29,Other Hispanic,Some college/AA degree,0.11,36580.628315,53052.024277,175.0,2.0,False,Low
132555,Female,72,Non-Hispanic White,Some college/AA degree,0.56,21784.707427,22401.17604,178.0,2.0,False,Low
132556,Female,53,Other Hispanic,Some college/AA degree,2.34,10878.707276,12178.871701,184.0,2.0,False,High
132558,Male,60,Other/Multi-Racial,9-11th grade,0.79,21289.318493,31019.017454,184.0,2.0,False,Low
132559,Female,68,Other/Multi-Racial,Some college/AA degree,1.29,13558.084998,14259.600802,177.0,1.0,False,Mid
132560,Female,30,Non-Hispanic Asian,College graduate or above,5.0,16570.577614,22423.560781,183.0,1.0,False,Very High
132562,Female,52,Non-Hispanic White,College graduate or above,5.0,55401.915954,63560.29065,173.0,2.0,False,Very High
132564,Male,80,Non-Hispanic White,College graduate or above,5.0,12277.777728,17576.296756,177.0,1.0,False,Very High
132566,Male,67,Non-Hispanic White,College graduate or above,3.77,7383.132027,8119.25391,174.0,2.0,False,High
132567,Male,55,Non-Hispanic Asian,College graduate or above,2.18,32559.535048,36226.386258,174.0,1.0,False,High
132571,Female,77,Non-Hispanic White,College graduate or above,5.0,33973.608742,44856.700045,176.0,2.0,False,Very High
132572,Male,42,Non-Hispanic White,Some college/AA degree,3.02,48402.859765,72852.564708,181.0,1.0,False,High
132573,Female,70,Non-Hispanic White,College graduate or above,5.0,29843.544728,39223.929688,183.0,1.0,False,Very High
132576,Male,44,Other Hispanic,College graduate or above,5.0,32085.872542,33578.014438,179.0,1.0,False,Very High
132579,Female,43,Non-Hispanic White,High school/GED,0.75,27146.071762,34758.152989,186.0,2.0,False,Low
132583,Male,40,Non-Hispanic White,High school/GED,5.0,74736.475911,102418.714698,187.0,2.0,False,Very High
132584,Female,34,Other Hispanic,Some college/AA degree,3.47,17780.697282,20607.915294,183.0,2.0,False,High
132585,Female,74,Non-Hispanic White,Some college/AA degree,1.01,11486.952921,13606.197381,177.0,1.0,False,Mid
132586,Female,71,Non-Hispanic White,Some college/AA degree,5.0,34828.956248,38741.934261,173.0,1.0,False,Very High
132587,Male,24,Non-Hispanic White,Some college/AA degree,1.92,53350.551233,70324.920707,178.0,2.0,False,Mid
132591,Female,32,Non-Hispanic Black,College graduate or above,3.09,27554.35332,32393.310876,182.0,2.0,False,High
132594,Female,43,Non-Hispanic White,Some college/AA degree,5.0,28826.797438,34727.938929,177.0,1.0,False,Very High
132596,Female,62,Non-Hispanic Black,9-11th grade,0.71,9294.397671,12495.643923,176.0,1.0,False,Low
132597,Male,38,Mexican American,<9th grade,1.19,23978.110005,27007.141892,185.0,1.0,False,Mid
132601,Female,47,Other Hispanic,High school/GED,1.08,30376.43059,44772.673078,183.0,2.0,False,Mid
132610,Female,43,Non-Hispanic White,High school/GED,2.54,38877.351938,48874.202546,180.0,1.0,False,High
132612,Male,30,Non-Hispanic White,Some college/AA degree,2.81,67985.399695,91396.887943,178.0,1.0,False,High
132617,Male,28,Other/Multi-Racial,College graduate or above,3.78,121189.489538,165724.314205,182.0,2.0,False,High
132618,Male,67,Non-Hispanic White,Some college/AA degree,2.92,32865.812374,40205.92534,178.0,1.0,False,High
132619,Female,54,Non-Hispanic White,High school/GED,1.91,64881.41165,70576.528917,186.0,2.0,False,Mid
132622,Male,55,Non-Hispanic White,College graduate or above,5.0,66599.445214,74790.961839,178.0,1.0,False,Very High
132623,Female,75,Non-Hispanic White,Some college/AA degree,5.0,13995.356237,16025.079584,177.0,1.0,False,Very High
132625,Male,61,Non-Hispanic White,High school/GED,2.28,42367.336234,48377.889869,181.0,2.0,False,High
132631,Female,29,Non-Hispanic White,High school/GED,1.85,52331.955423,109935.043603,181.0,1.0,False,Mid
132632,Female,23,Non-Hispanic White,College graduate or above,2.95,41087.364184,63656.406505,173.0,2.0,False,High
132633,Female,66,Non-Hispanic White,High school/GED,5.0,42805.326857,56287.901787,177.0,2.0,False,Very High
132635,Male,71,Other/Multi-Racial,College graduate or above,4.92,15974.567662,15923.258197,173.0,1.0,False,High
132636,Female,59,Non-Hispanic Black,Some college/AA degree,1.82,67088.993452,71239.907824,186.0,1.0,False,Mid
132638,Female,23,Non-Hispanic Black,College graduate or above,3.19,57062.546829,89665.319727,181.0,2.0,False,High
132639,Male,22,Non-Hispanic White,High school/GED,2.28,115505.679207,132830.164377,178.0,1.0,False,High
132641,Male,45,Non-Hispanic White,College graduate or above,5.0,31598.605867,37758.63681,179.0,1.0,False,Very High
132642,Male,60,Non-Hispanic White,College graduate or above,5.0,18513.857575,20888.230997,174.0,2.0,False,Very High
132645,Female,31,Non-Hispanic White,High school/GED,0.73,78008.526876,98350.143219,178.0,2.0,False,Low
132646,Female,63,Non-Hispanic White,College graduate or above,5.0,20520.037949,25097.078856,185.0,2.0,False,Very High
132647,Male,35,Mexican American,College graduate or above,5.0,14875.409936,14027.451648,175.0,2.0,False,Very High
132648,Male,67,Non-Hispanic White,Some college/AA degree,5.0,36359.584405,44654.663485,182.0,2.0,False,Very High
132651,Male,66,Non-Hispanic Asian,College graduate or above,2.59,15197.292503,16363.57799,175.0,2.0,False,High
132652,Female,68,Non-Hispanic Asian,9-11th grade,1.13,20605.156507,29614.415768,175.0,2.0,False,Mid
132653,Male,29,Non-Hispanic White,High school/GED,5.0,55446.312499,92645.194324,173.0,1.0,False,Very High
132655,Female,56,Non-Hispanic White,High school/GED,5.0,27896.482895,41827.275954,177.0,1.0,False,Very High
132661,Male,63,Non-Hispanic White,<9th grade,2.39,33434.758725,44797.032598,178.0,1.0,False,High
132662,Male,25,Non-Hispanic White,College graduate or above,3.57,13188.303003,21612.751495,179.0,1.0,False,High
132663,Female,60,Other Hispanic,<9th grade,1.31,10125.699858,14779.620257,175.0,2.0,False,Mid
132666,Female,62,Non-Hispanic White,9-11th grade,1.47,13494.448525,18489.512042,180.0,1.0,False,Mid
132667,Female,32,Non-Hispanic White,High school/GED,2.46,55827.178534,72938.672174,180.0,2.0,False,High
132669,Male,35,Non-Hispanic White,College graduate or above,5.0,102261.90935,185289.83946,182.0,2.0,False,Very High
132671,Female,38,Non-Hispanic White,Some college/AA degree,1.37,13362.016385,19324.571392,177.0,2.0,False,Mid
132672,Female,69,Other Hispanic,Some college/AA degree,4.42,19433.303285,20656.12533,183.0,2.0,False,High
132675,Female,24,Non-Hispanic White,College graduate or above,5.0,22583.000828,29509.888918,178.0,1.0,False,Very High
132678,Male,65,Non-Hispanic Black,College graduate or above,4.1,9637.481397,8212.711701,176.0,1.0,False,High
132679,Female,53,Non-Hispanic Asian,College graduate or above,0.85,32607.922627,35327.806228,175.0,1.0,False,Low
132683,Male,70,Other/Multi-Racial,High school/GED,2.04,9793.076178,17822.02528,174.0,1.0,False,High
132684,Female,43,Non-Hispanic White,College graduate or above,2.12,24846.157502,40242.449872,174.0,1.0,False,High
132687,Male,80,Non-Hispanic Black,<9th grade,1.41,8377.797929,10025.321203,183.0,2.0,False,Mid
132690,Female,51,Mexican American,College graduate or above,1.32,62219.73764,81688.173444,182.0,1.0,False,Mid
132691,Female,39,Non-Hispanic White,College graduate or above,0.47,38361.571798,60251.145068,173.0,2.0,False,Low
132692,Male,44,Mexican American,9-11th grade,2.16,14106.298302,19425.07855,179.0,1.0,False,High
132693,Male,37,Non-Hispanic Asian,Some college/AA degree,2.5,34564.803631,40269.026737,185.0,1.0,False,High
132696,Female,50,Other Hispanic,9-11th grade,1.29,42615.031096,49180.589147,182.0,1.0,False,Mid
132699,Female,37,Non-Hispanic Black,9-11th grade,0.16,8818.930397,12465.446221,176.0,1.0,False,Low
132706,Female,21,Other Hispanic,High school/GED,5.0,106571.709992,122664.218327,182.0,1.0,False,Very High
132710,Female,24,Non-Hispanic Asian,High school/GED,3.0,16267.241784,19719.118206,179.0,2.0,False,High
132711,Male,60,Non-Hispanic White,High school/GED,1.61,21698.780813,29623.844214,177.0,1.0,False,Mid
132720,Female,37,Non-Hispanic Asian,College graduate or above,2.96,55714.317743,63980.727994,173.0,2.0,False,High
132721,Male,33,Non-Hispanic White,Some college/AA degree,1.1,43068.531318,57600.057913,185.0,1.0,False,Mid
132722,Male,45,Non-Hispanic White,High school/GED,2.71,39339.003819,53597.870327,183.0,1.0,False,High
132723,Male,35,Other/Multi-Racial,College graduate or above,5.0,42886.447718,58044.31267,175.0,2.0,False,Very High
132725,Male,44,Non-Hispanic Black,High school/GED,5.0,9497.15707,10854.535624,175.0,2.0,False,Very High
132727,Female,66,Non-Hispanic White,College graduate or above,1.23,14032.966705,18877.11602,175.0,2.0,False,Mid
132728,Female,58,Non-Hispanic White,College graduate or above,4.05,7806.095236,8070.293445,174.0,1.0,False,High
132729,Male,60,Non-Hispanic White,High school/GED,2.79,55380.953419,64597.548224,178.0,2.0,False,High
132730,Female,68,Non-Hispanic White,Some college/AA degree,1.55,16806.61956,18000.371211,185.0,2.0,False,Mid
132733,Female,44,Other Hispanic,College graduate or above,1.85,20729.1259,25438.772839,187.0,2.0,False,Mid
132738,Male,64,Non-Hispanic Black,9-11th grade,0.12,6195.724493,7331.119683,187.0,2.0,False,Low
132739,Male,63,Other/Multi-Racial,Some college/AA degree,5.0,18935.956721,21809.09187,175.0,1.0,False,Very High
132740,Male,71,Non-Hispanic White,Some college/AA degree,2.82,15114.706999,20108.70963,183.0,1.0,False,High
132741,Female,70,Non-Hispanic White,College graduate or above,0.96,13945.44594,15615.552163,186.0,2.0,False,Low
132744,Male,75,Non-Hispanic White,Some college/AA degree,1.16,17168.546012,18960.246543,178.0,2.0,False,Mid
132745,Female,75,Non-Hispanic White,Some college/AA degree,2.18,9803.648171,11468.578567,180.0,1.0,False,High
132746,Female,71,Other/Multi-Racial,College graduate or above,5.0,13361.276013,15783.419539,175.0,1.0,False,Very High
132748,Male,23,Non-Hispanic White,Some college/AA degree,0.79,38412.612655,63569.171787,184.0,2.0,False,Low
132749,Female,35,Mexican American,College graduate or above,2.21,12853.354674,17609.993382,173.0,1.0,False,High
132750,Female,35,Non-Hispanic White,College graduate or above,2.34,44740.257127,59751.140688,183.0,1.0,False,High
132754,Female,52,Non-Hispanic Asian,College graduate or above,3.42,46099.861467,59990.81835,173.0,2.0,False,High
132755,Female,57,Non-Hispanic White,High school/GED,2.17,70620.907816,91924.354102,178.0,2.0,False,High
132756,Male,58,Non-Hispanic White,High school/GED,3.76,102785.861639,143346.612772,187.0,2.0,False,High
132757,Female,61,Non-Hispanic White,College graduate or above,3.16,18301.773957,19051.566084,185.0,2.0,False,High
132758,Female,33,Non-Hispanic Black,High school/GED,0.84,17696.606688,23626.637616,176.0,1.0,False,Low
132760,Male,60,Non-Hispanic Black,Some college/AA degree,0.83,7063.725523,6911.401088,184.0,2.0,False,Low
132761,Female,45,Non-Hispanic Black,9-11th grade,0.85,12246.318663,16173.924479,187.0,1.0,False,Low
132762,Female,61,Non-Hispanic White,Some college/AA degree,0.62,22496.858238,25994.518214,184.0,1.0,False,Low
132763,Male,31,Non-Hispanic White,College graduate or above,5.0,76697.432542,86338.447334,178.0,1.0,False,Very High
132765,Male,70,Non-Hispanic Black,<9th grade,0.78,15616.935712,25303.867453,181.0,2.0,False,Low
132768,Female,54,Other Hispanic,9-11th grade,1.29,20829.957648,20232.08096,176.0,1.0,False,Mid
132770,Female,76,Non-Hispanic White,Some college/AA degree,4.97,10583.34811,12497.020716,175.0,1.0,False,High
132771,Male,64,Non-Hispanic Black,9-11th grade,0.88,6588.451628,6584.329805,175.0,2.0,False,Low
132775,Female,46,Mexican American,9-11th grade,0.15,33052.311596,35994.652351,182.0,1.0,False,Low
132780,Female,70,Non-Hispanic Black,Some college/AA degree,5.0,31516.077599,42092.65159,182.0,2.0,False,Very High
132782,Female,79,Non-Hispanic White,Some college/AA degree,5.0,18024.464137,23789.112794,182.0,2.0,False,Very High
132784,Female,75,Non-Hispanic White,College graduate or above,5.0,20546.225615,28132.553128,179.0,2.0,False,Very High
132785,Female,27,Non-Hispanic White,Some college/AA degree,2.0,38485.020569,50792.776324,181.0,1.0,False,High
132786,Male,74,Non-Hispanic White,Some college/AA degree,2.92,12549.449232,15039.4248,184.0,2.0,False,High
132787,Male,38,Non-Hispanic White,Some college/AA degree,3.58,170968.343177,227108.296958,186.0,1.0,False,High
132788,Male,41,Non-Hispanic White,High school/GED,2.28,49363.94717,62274.460834,181.0,2.0,False,High
132791,Male,61,Other Hispanic,College graduate or above,4.02,42900.803628,36612.388146,177.0,2.0,False,High
132793,Male,68,Other/Multi-Racial,High school/GED,1.6,24765.532539,28286.223862,185.0,1.0,False,Mid
132795,Female,62,Other Hispanic,High school/GED,1.44,13136.457437,16013.079772,183.0,2.0,False,Mid
132797,Male,70,Non-Hispanic Black,Some college/AA degree,1.31,10189.493223,11937.821113,184.0,2.0,False,Mid
132801,Male,35,Other Hispanic,High school/GED,1.44,62556.491694,72739.375239,186.0,1.0,False,Mid
132802,Male,64,Non-Hispanic Black,Some college/AA degree,4.92,33831.331556,43361.174253,182.0,2.0,False,High
132803,Male,57,Non-Hispanic White,College graduate or above,5.0,11453.000412,14058.280775,184.0,2.0,False,Very High
132804,Female,70,Non-Hispanic White,College graduate or above,5.0,18340.418941,23700.36358,184.0,1.0,False,Very High
132805,Female,39,Non-Hispanic Black,Some college/AA degree,0.65,13023.74231,15725.143931,179.0,2.0,False,Low
132807,Female,38,Non-Hispanic White,College graduate or above,5.0,13191.070874,18680.222343,187.0,2.0,False,Very High
132808,Male,73,Non-Hispanic White,College graduate or above,5.0,10164.714742,10133.807075,185.0,1.0,False,Very High
132809,Male,51,Non-Hispanic White,College graduate or above,4.68,46939.642453,52089.202363,187.0,2.0,False,High
132810,Female,48,Non-Hispanic White,College graduate or above,5.0,40751.231244,53067.780273,176.0,2.0,False,Very High
132811,Female,80,Other Hispanic,<9th grade,3.47,41669.265245,62376.10098,180.0,2.0,False,High
132814,Female,64,Non-Hispanic White,Some college/AA degree,5.0,29279.354352,42505.140361,182.0,1.0,False,Very High
132815,Male,30,Non-Hispanic White,Some college/AA degree,4.97,74711.358955,95153.040833,184.0,1.0,False,High
132817,Female,54,Non-Hispanic White,College graduate or above,5.0,13539.486705,16785.958116,174.0,2.0,False,Very High
132818,Female,30,Other/Multi-Racial,Some college/AA degree,0.17,27799.460171,34404.79699,184.0,2.0,False,Low
132819,Male,79,Non-Hispanic White,College graduate or above,4.92,21799.836181,27386.477402,178.0,1.0,False,High
132820,Male,73,Other/Multi-Racial,High school/GED,3.68,9745.286396,12036.119976,187.0,2.0,False,High
132825,Male,39,Mexican American,High school/GED,1.74,37681.133079,56756.856733,175.0,1.0,False,Mid
132827,Male,68,Non-Hispanic White,Some college/AA degree,2.03,20651.11141,21605.745232,185.0,1.0,False,High
132829,Male,73,Non-Hispanic White,College graduate or above,5.0,8948.725135,10102.868763,174.0,2.0,False,Very High
132832,Female,47,Non-Hispanic White,College graduate or above,1.16,16481.499396,22159.777959,179.0,1.0,False,Mid
132835,Female,76,Non-Hispanic White,College graduate or above,4.51,14194.071495,16767.184897,175.0,1.0,False,High
132837,Male,60,Non-Hispanic White,High school/GED,5.0,36408.884771,44865.629346,173.0,2.0,False,Very High
132838,Female,39,Non-Hispanic White,Some college/AA degree,5.0,76529.558116,103669.275043,186.0,2.0,False,Very High
132840,Male,65,Non-Hispanic White,High school/GED,4.06,20886.291658,23421.890802,177.0,1.0,False,High
132846,Female,68,Other/Multi-Racial,High school/GED,0.08,11815.451733,20212.971684,180.0,1.0,False,Low
132847,Female,74,Other Hispanic,<9th grade,1.48,10716.916452,14987.275756,176.0,1.0,False,Mid
132848,Female,74,Non-Hispanic Black,Some college/AA degree,2.21,32508.577315,43418.22723,182.0,2.0,False,High
132850,Female,34,Other Hispanic,Some college/AA degree,0.88,51611.125429,107472.829092,181.0,2.0,False,Low
132851,Female,43,Non-Hispanic White,Some college/AA degree,3.55,26526.182824,30270.908171,178.0,1.0,False,High
132855,Female,20,Non-Hispanic White,Some college/AA degree,2.92,48377.081261,65046.674603,174.0,2.0,False,High
132862,Male,31,Non-Hispanic White,College graduate or above,5.0,31180.328598,30953.358321,181.0,1.0,False,Very High
132864,Female,57,Non-Hispanic White,College graduate or above,2.46,22030.67375,33187.72874,173.0,1.0,False,High
132865,Male,72,Non-Hispanic White,Some college/AA degree,2.92,19424.311601,19768.269792,180.0,1.0,False,High
132868,Female,69,Non-Hispanic White,High school/GED,1.46,26481.425626,27233.865707,181.0,1.0,False,Mid
132869,Male,70,Non-Hispanic White,Some college/AA degree,3.55,14445.275944,19171.658483,177.0,1.0,False,High
132870,Male,71,Other/Multi-Racial,Some college/AA degree,1.44,17455.352061,21251.328488,185.0,2.0,False,Mid
132872,Female,26,Other Hispanic,High school/GED,1.48,19896.663499,42625.117874,183.0,2.0,False,Mid
132873,Male,61,Non-Hispanic White,High school/GED,2.28,22190.5561,40999.467863,177.0,1.0,False,High
132875,Male,71,Non-Hispanic White,College graduate or above,3.61,15865.785453,18574.73091,181.0,2.0,False,High
132876,Male,32,Non-Hispanic White,College graduate or above,5.0,76862.585691,113360.934718,173.0,2.0,False,Very High
132877,Male,79,Other/Multi-Racial,<9th grade,1.12,13001.956233,18551.229784,185.0,1.0,False,Mid
132878,Male,30,Other Hispanic,College graduate or above,5.0,22956.40846,26037.884002,173.0,2.0,False,Very High
132881,Female,65,Non-Hispanic White,Some college/AA degree,5.0,25172.729765,26488.509051,180.0,2.0,False,Very High
132883,Female,22,Non-Hispanic White,College graduate or above,5.0,33760.749333,39033.420113,184.0,2.0,False,Very High
132884,Male,72,Non-Hispanic White,9-11th grade,5.0,18540.155178,22705.82952,180.0,1.0,False,Very High
132885,Male,61,Non-Hispanic White,<9th grade,0.62,14353.123778,19740.885238,185.0,1.0,False,Low
132889,Female,79,Non-Hispanic White,Some college/AA degree,2.92,27283.586886,35072.693193,173.0,2.0,False,High
132891,Female,32,Non-Hispanic White,College graduate or above,5.0,72701.749984,91319.719531,176.0,2.0,False,Very High
132893,Male,67,Non-Hispanic White,High school/GED,2.28,20648.48252,25097.037227,185.0,2.0,False,High
132895,Male,64,Mexican American,<9th grade,1.19,16681.331139,22516.190846,174.0,1.0,False,Mid
132898,Male,63,Other Hispanic,9-11th grade,1.29,10843.825201,12336.407724,183.0,2.0,False,Mid
132899,Male,55,Non-Hispanic White,High school/GED,4.02,27391.03995,28250.511109,179.0,2.0,False,High
132900,Male,77,Non-Hispanic White,Some college/AA degree,5.0,23776.628272,23174.409793,179.0,2.0,False,Very High
132902,Female,46,Non-Hispanic White,Some college/AA degree,3.3,13566.241787,16343.390807,177.0,1.0,False,High
132903,Male,51,Non-Hispanic White,Some college/AA degree,1.47,18351.576973,22994.92051,184.0,2.0,False,Mid
132904,Female,80,Non-Hispanic White,High school/GED,2.43,14067.591108,25709.73551,177.0,1.0,False,High
132905,Female,56,Non-Hispanic White,Some college/AA degree,2.51,23416.297995,34153.274585,184.0,1.0,False,High
132908,Female,39,Non-Hispanic White,College graduate or above,5.0,37635.756613,49928.130089,184.0,2.0,False,Very High
132910,Female,39,Mexican American,<9th grade,0.89,18298.052555,18962.661656,176.0,1.0,False,Low
132911,Male,76,Non-Hispanic White,High school/GED,2.78,12304.859498,16797.815504,177.0,1.0,False,High
132913,Female,59,Non-Hispanic White,College graduate or above,5.0,10465.322776,17378.089865,175.0,2.0,False,Very High
132914,Female,43,Mexican American,9-11th grade,1.23,44451.988926,55774.82602,182.0,1.0,False,Mid
132916,Female,62,Non-Hispanic White,College graduate or above,5.0,17656.533985,17344.791369,173.0,1.0,False,Very High
132920,Female,24,Non-Hispanic Black,9-11th grade,0.52,19788.569578,30741.764943,187.0,2.0,False,Low
132921,Male,31,Mexican American,College graduate or above,5.0,50042.898296,48066.322882,187.0,2.0,False,Very High
132922,Female,79,Other/Multi-Racial,9-11th grade,0.16,39857.549465,64986.989177,186.0,1.0,False,Low
132924,Male,80,Non-Hispanic White,College graduate or above,1.84,28484.34255,36572.306483,177.0,2.0,False,Mid
132926,Female,65,Non-Hispanic White,Some college/AA degree,5.0,45396.384397,42312.974393,180.0,2.0,False,Very High
132927,Male,65,Non-Hispanic Black,Some college/AA degree,0.31,7191.865782,7036.77809,176.0,1.0,False,Low
132928,Male,80,Other/Multi-Racial,Some college/AA degree,1.47,15566.319536,19252.312657,174.0,1.0,False,Mid
132929,Female,72,Non-Hispanic White,High school/GED,1.65,22559.818297,30869.083255,181.0,1.0,False,Mid
132931,Male,37,Non-Hispanic White,Some college/AA degree,5.0,105542.244069,133402.507086,180.0,2.0,False,Very High
132932,Female,54,Non-Hispanic White,Some college/AA degree,3.94,11364.043018,14738.241434,175.0,1.0,False,High
132934,Male,71,Other Hispanic,<9th grade,1.02,24469.059244,33892.057203,176.0,2.0,False,Mid
132936,Female,21,Other Hispanic,Some college/AA degree,0.74,72379.541838,113181.885631,176.0,2.0,False,Low
132937,Female,80,Non-Hispanic White,<9th grade,2.58,14779.859996,40005.980774,173.0,1.0,False,High
132938,Male,58,Non-Hispanic White,Some college/AA degree,5.0,37108.671445,64484.872608,176.0,2.0,False,Very High
132941,Female,58,Non-Hispanic White,High school/GED,1.6,30831.815343,42588.307699,185.0,1.0,False,Mid
132942,Male,31,Non-Hispanic White,Some college/AA degree,2.07,44466.721221,74012.082609,185.0,2.0,False,High
132945,Male,65,Non-Hispanic White,Some college/AA degree,5.0,23367.440233,25511.338429,186.0,2.0,False,Very High
132947,Male,29,Non-Hispanic White,Some college/AA degree,3.31,21938.929623,28542.224238,184.0,2.0,False,High
132950,Male,24,Non-Hispanic Black,Some college/AA degree,2.83,37609.931575,55022.626421,176.0,1.0,False,High
132952,Female,35,Non-Hispanic Asian,College graduate or above,3.42,86197.851373,133017.033494,173.0,2.0,False,High
132956,Female,54,Other/Multi-Racial,High school/GED,1.67,28450.413953,42238.107241,179.0,2.0,False,Mid
132957,Male,20,Other Hispanic,Some college/AA degree,2.13,44410.278145,72076.3787,176.0,1.0,False,High
132958,Female,70,Non-Hispanic White,College graduate or above,4.12,19198.640738,23246.297387,173.0,2.0,False,High
132959,Male,56,Non-Hispanic Asian,College graduate or above,2.15,24143.551375,29774.901848,175.0,2.0,False,High
132961,Female,75,Non-Hispanic White,Some college/AA degree,1.77,13662.49859,16701.993719,179.0,2.0,False,Mid
132962,Female,65,Non-Hispanic Black,High school/GED,2.06,12486.208245,13680.424832,183.0,1.0,False,High
132963,Female,69,Non-Hispanic Black,College graduate or above,4.1,9737.043775,8317.539184,184.0,2.0,False,High
132964,Female,58,Other Hispanic,College graduate or above,5.0,76662.188151,86133.223826,182.0,1.0,False,Very High
